review_priority,legacy_id,name,library,modality,primary_joint,secondary_joints,pattern,contraindications,legacy_contraindicated_if,canonical_exercise_id,review_status,reviewer,reviewed_at,coach_review_notes
P1_verify_existing_tags,shoulder_ks_turkish_getup_partial,Kinetic Stretch Turkish Get-Up (Partial Flow),full_range,Kinetic_Stretch,shoulder,,integrated_full_body,Cannot stabilize KB overhead statically | Shoulder pain at any position,,,unreviewed,,,
P1_verify_existing_tags,shoulder_ks_wall_slides_loaded,Kinetic Stretch Wall Slides (Loaded Band),full_range,Kinetic_Stretch,shoulder,,vertical_press_range,Acute shoulder impingement | Cannot achieve full wall contact,,,unreviewed,,,
P1_verify_existing_tags,ankle_lir_calf_raise_ramp,Loaded Isoramp Calf Raise (Tier-Paused),full_range,Loaded_Isoramp,ankle,,plantarflexion,Acute Achilles pain | Cannot perform standard calf raise cleanly,,,unreviewed,,,
P1_verify_existing_tags,hip_lir_goblet_squat_ramp,Loaded Isoramp Goblet Squat (Tier-Paused Reps),full_range,Loaded_Isoramp,hip,,squat,Cannot perform standard ENG squat cleanly | Knee or hip pain at any depth | Cardiovascular limitations (these holds are demanding),,,unreviewed,,,
P1_verify_existing_tags,shoulder_lir_landmine_press_ramp,Loaded Isoramp Landmine Press (Tier-Paused Reps),full_range,Loaded_Isoramp,shoulder,,vertical_press,Cannot perform standard landmine press cleanly | Shoulder pain at any pressing range | Cannot maintain half-kneeling position under fatigue,,,unreviewed,,,
P1_verify_existing_tags,hip_lir_rdl_ramp,Loaded Isoramp RDL (Tier-Paused Eccentric),full_range,Loaded_Isoramp,hip,,hinge,Cannot perform standard RDL cleanly | Low back pain at any hinge depth,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_9090_back_ir_long,90/90 Back Hip IR Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Acute back knee pain | Cannot tolerate 90/90 back leg position,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_9090_front_er_long,90/90 Front Hip ER Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Acute knee pain (front knee) | Hip labral flare | Cannot hold 90/90 position passively,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_9090_front_er_short,90/90 Front Hip ER Short Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Cannot hold 90/90 passively | Cannot lift shin at all (start with PRLO first),,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_butterfly_adductor_short,Butterfly Abduction Short Iso Ramp (Opposite Direction),iso_ramping,Iso_Ramping,hip,,,Acute knee pain (medial) | Cramping during contraction,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_butterfly_adductor_long,Butterfly Adductor Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Acute adductor strain | Acute knee pain (medial),,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_couch_quad_long,Couch Stretch Quad Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Acute knee pain | Recent knee surgery | Cannot tolerate couch stretch 30s passively,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_deep_squat_long,Deep Squat Hip Flexion Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Cannot hold deep squat for 30s | Acute knee or hip pain,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_halfkneeling_ankle_df_long,Half-Kneeling Ankle DF Long Iso Ramp,iso_ramping,Iso_Ramping,ankle,,,Acute Achilles pain | Recent ankle sprain,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_halfkneeling_hip_flexor_long,Half-Kneeling Hip Flexor Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Acute back knee pain | Acute hip flexor strain,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_long_sit_knee_extension_short,Long Sit Terminal Knee Extension Short Iso Ramp,iso_ramping,Iso_Ramping,knee,,,Hyperextended knees | Acute patellar tendon issues,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_pigeon_front_er_long,Pigeon Front Hip ER Long Iso Ramp,iso_ramping,Iso_Ramping,hip,,,Knee pain in pigeon | Cannot tolerate pigeon for 60s passively | Acute SI joint irritation,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_prone_lumbar_extension_long,Prone Sphinx Lumbar Extension Long Iso Ramp,iso_ramping,Iso_Ramping,lumbar,,,Extension-intolerant back (stenosis) | Acute lumbar pain | Disc flare,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_quadruped_tspine_rotation_long,Quadruped T-Spine Rotation Long Iso Ramp,iso_ramping,Iso_Ramping,thoracic,,,Acute thoracic pain | Shoulder pain in the behind-head position,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_quadruped_shoulder_ir_long,Quadruped Thread-the-Needle Shoulder IR Long Iso Ramp,iso_ramping,Iso_Ramping,shoulder,,,Acute AC joint pain | Cannot tolerate thread-the-needle position,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_quadruped_wrist_ext_long,Quadruped Wrist Extension Long Iso Ramp,iso_ramping,Iso_Ramping,wrist,,,Acute wrist pain | Carpal tunnel flare,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_standing_foot_arch_short,Standing Short Foot Iso Ramp,iso_ramping,Iso_Ramping,foot,,,Cramping (reduce effort or stop),,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_straddle_adductor_long,Straddle Adductor Long Iso Ramp (Straight Leg),iso_ramping,Iso_Ramping,hip,,,Acute adductor strain | Hamstring strain (straddle loads hamstrings),,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_supine_shoulder_er_long,Supine 90/90 Shoulder ER Long Iso Ramp,iso_ramping,Iso_Ramping,shoulder,,,Acute shoulder pain | Recent shoulder surgery | Cannot tolerate supine 90/90 passively,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_supine_cervical_flexion_long,Supine Chin Tuck Long Iso Ramp,iso_ramping,Iso_Ramping,cervical,,,Acute cervical pain | Cervical radiculopathy | Vertebral artery concerns,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_supine_tspine_extension_long,Supine Foam Roller T-Spine Extension Long Iso Ramp,iso_ramping,Iso_Ramping,thoracic,,,Acute thoracic pain | Osteoporosis with fracture risk,,,unreviewed,,,
P1_verify_existing_tags,iso_ramp_standing_shoulder_flex_long,Wall Shoulder Flexion Long Iso Ramp,iso_ramping,Iso_Ramping,shoulder,,,Acute shoulder pain overhead | Cannot touch wall with elbows without lumbar arch,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_dorsiflexion_l1,Ankle Dorsiflexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_dorsiflexion_l2,Ankle Dorsiflexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_dorsiflexion_l3,Ankle Dorsiflexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_eversion_l1,Ankle Eversion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_eversion_l2,Ankle Eversion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_eversion_l3,Ankle Eversion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_inversion_l1,Ankle Inversion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_inversion_l2,Ankle Inversion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_inversion_l3,Ankle Inversion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_plantarflexion_l1,Ankle Plantarflexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_plantarflexion_l2,Ankle Plantarflexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,ankle_pails_rails_plantarflexion_l3,Ankle Plantarflexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,ankle,,,acute_ankle_pain | recent_ankle_sprain_acute | post_surgical_ankle,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_anterior_capsule_er_l1,Anterior Capsule (ER in flexion) - 90/90 ER PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_anterior_capsule_er_l2,Anterior Capsule (ER in flexion) - 90/90 ER PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_anterior_capsule_er_l3,Anterior Capsule (ER in flexion) - 90/90 ER PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_anterior_capsule_l1,Anterior Capsule (ER in flexion) PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_anterior_capsule_l2,Anterior Capsule (ER in flexion) PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_anterior_capsule_l3,Anterior Capsule (ER in flexion) PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_anterior_hip_extension_l1,Anterior Hip (Extension) PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_anterior_hip_extension_l2,Anterior Hip (Extension) PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_anterior_hip_extension_l3,Anterior Hip (Extension) PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_big_toe_extension_l1,Big Toe Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_big_toe_extension_l2,Big Toe Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_big_toe_extension_l3,Big Toe Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_big_toe_flexion_l1,Big Toe Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_big_toe_flexion_l2,Big Toe Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_big_toe_flexion_l3,Big Toe Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_extension_l1,Cervical Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_extension_l2,Cervical Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_extension_l3,Cervical Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_flexion_l1,Cervical Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_flexion_l2,Cervical Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_flexion_l3,Cervical Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_lateral_flex_l1,Cervical Lateral Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_lateral_flex_l2,Cervical Lateral Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_lateral_flex_l3,Cervical Lateral Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_rotation_l1,Cervical Rotation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_rotation_l2,Cervical Rotation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,cervical_pails_rails_rotation_l3,Cervical Rotation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,cervical,,,acute_neck_pain | radicular_symptoms | vestibular_issues | recent_cervical_injury | uncontrolled_hypertension,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_flexion_l1,Deep Hip Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_flexion_l2,Deep Hip Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_flexion_l3,Deep Hip Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_extension_l1,Elbow Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_extension_l2,Elbow Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_extension_l3,Elbow Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_flexion_l1,Elbow Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_flexion_l2,Elbow Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_flexion_l3,Elbow Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_pronation_l1,Forearm Pronation PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_pronation_l2,Forearm Pronation PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_pronation_l3,Forearm Pronation PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_supination_l1,Forearm Supination PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_supination_l2,Forearm Supination PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,elbow_pails_rails_supination_l3,Forearm Supination PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,elbow,,,acute_elbow_pain | recent_elbow_injury | UCL_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_abduction_l1,Hip Abduction PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_abduction_l2,Hip Abduction PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_abduction_l3,Hip Abduction PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_adduction_l1,Hip Adduction PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_adduction_l2,Hip Adduction PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,hip_pails_rails_adduction_l3,Hip Adduction PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,hip,,,acute_hip_pain | recent_hip_surgery | labral_flare | FAI_symptomatic_flare,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_horizontal_abduction_l1,Horizontal Abduction (cross-body) PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_horizontal_abduction_l2,Horizontal Abduction (cross-body) PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_horizontal_abduction_l3,Horizontal Abduction (cross-body) PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_inferior_capsule_l1,Inferior Capsule (overhead flexion) PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_inferior_capsule_l2,Inferior Capsule (overhead flexion) PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,shoulder_pails_rails_inferior_capsule_l3,Inferior Capsule (overhead flexion) PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,shoulder,,,acute_shoulder_pain | recent_shoulder_surgery | labral_flare | dislocation_history_acute,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_extension_l1,Knee Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_extension_l2,Knee Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_extension_l3,Knee Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_flexion_l1,Knee Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_flexion_l2,Knee Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,knee_pails_rails_flexion_l3,Knee Flexion PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,knee,,,acute_knee_pain | recent_knee_surgery | meniscus_flare | patellofemoral_pain_flare | ACL_reconstruction_early,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_toe_extension_l1,Lateral Toes Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_toe_extension_l2,Lateral Toes Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,toe_pails_rails_toe_extension_l3,Lateral Toes Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,toe,,,acute_foot_pain | recent_foot_surgery | plantar_fasciitis_flare | bunion_flare,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_extension_l1,Lumbar Extension PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_extension_l2,Lumbar Extension PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_extension_l3,Lumbar Extension PAILs/RAILs - L3 (Maximal),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_flexion_l1,Lumbar Flexion PAILs/RAILs - L1 (Teaching / Sub-max),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
P1_verify_existing_tags,lumbar_pails_rails_flexion_l2,Lumbar Flexion PAILs/RAILs - L2 (Intermediate),pails_rails,PAIL/RAIL,lumbar,,,acute_low_back_pain | disc_herniation_flare | spondylolisthesis_symptomatic | pregnancy_2nd_3rd_trimester,,,unreviewed,,,
